current_id,name,formula,compartment,charge,suggested_new_id
cpd20885_c0,Turanose,C12H22O11,c0,0,
cpd15326_c0,1-hexadec-9-enoyl-sn-glycerol 3-phosphate,C19H36O7P,c0,-1,
cpd00348_c0,D-Galactose 1-phosphate,C6H11O9P,c0,-2,
cpd11495_c0,2-methylbutyryl-ACP,C16H29N2O8PRS,c0,-2,
cpd00211_c0,Butyrate,C4H7O2,c0,-1,
cpd00117_c0,D-Alanine,C3H7NO2,c0,0,
cpd01293_e0,5-Oxoproline,C5H6NO3,e0,-1,
cpd15475_c0,glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,C163H281N2O89P4,c0,-11,
cpd03560_c0,Propionyladenylate,C13H17N5O8P,c0,-1,
cpd00099_e0,Cl-,Cl,e0,-1,
cpd00446_c0,cAMP,C10H11N5O6P,c0,-1,
cpd00008_c0,ADP,C10H13N5O10P2,c0,-2,
cpd03698_c0,Salicin-6P,C13H17O10P,c0,-2,
cpd00009_c0,Phosphate,HO4P,c0,-2,
cpd15542_c0,Phosphatidylglycerophosphate didodecanoyl,C30H58O13P2,c0,-2,
cpd12848_c0,Holo-[carboxylase],C17H27N5O4R2S,c0,0,
cpd00277_c0,Deoxyguanosine,C10H13N5O4,c0,0,
cpd15704_c0,"1,2-Diisopentadecanoyl-sn-glycerol",C33H64O5,c0,0,
cpd02961_c0,Dihydroneopterin,C9H13N5O4,c0,0,
cpd00220_c0,Riboflavin,C17H19N4O6,c0,-1,
cpd00295_c0,dGDP,C10H13N5O10P2,c0,-2,
cpd00104_c0,BIOT,C10H15N2O3S,c0,-1,
cpd00349_c0,"Sedoheptulose 1,7-bisphosphate",C7H12O13P2,c0,-4,
cpd00141_e0,Propionate,C3H5O2,e0,-1,
cpd00809_c0,O-Phospho-L-homoserine,C4H8NO6P,c0,-2,
cpd11477_c0,(2E)-Hexadecenoyl-[acp],C27H49N2O8PRS,c0,-2,
cpd11511_c0,10-methyl-dodecanoyl-ACP,C24H45N2O8PRS,c0,-1,
cpd02835_c0,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",C43H75N3O20P2,c0,-2,
cpd03129_c0,(2E)-Decenoyl-CoA,C31H48N7O17P3S,c0,-4,
cpd00314_c0,D-Mannitol,C6H14O6,c0,0,
cpd11436_c0,fa3,C15H29O2,c0,-1,
cpd00683_c0,Dihydropteroate,C14H13N6O3,c0,-1,
cpd00284_c0,6-Phospho-D-gluconate,C6H10O10P,c0,-3,
cpd15337_c0,2-Acyl-sn-glycero-3-phosphoethanolamine tetradecanoyl,C19H40NO7P,c0,0,
cpd00491_c0,D-glucitol 6-phosphate,C6H13O9P,c0,-2,
cpd00322_e0,L-Isoleucine,C6H13NO2,e0,0,
cpd11591_c0,Gly-Met,C7H14N2O3S,c0,0,
cpd00080_c0,Glycerol-3-phosphate,C3H7O6P,c0,-2,
cpd11588_e0,gly-pro-L,C7H12N2O3,e0,0,
cpd11476_c0,hexadecanoyl-acp,C27H51N2O8PRS,c0,-2,
cpd01329_c0,Maltohexaose,C36H62O31,c0,0,
cpd00058_e0,Cu2+,Cu,e0,2,
cis11_octadecenoyl_acp_c0,cis11_octadecenoyl_acp_c0,X,c0,0,
cpd00261_c0,L-Lyxulose,C5H10O5,c0,0,
cpd11530_c0,9-methyl-3-hydroxy-decanoyl-ACP,C22H41N2O9PRS,c0,-1,
cpd15687_c0,"CDP-1,2-dianteisopentadecanoylglycerol",C42H75N3O15P2,c0,-2,
cpd11437_c0,fa3coa,C36H61N7O17P3S,c0,-3,
cpd01844_c0,Propionyl phosphate,C3H5O5P,c0,-2,
cpd15357_c0,2-octadec-11-enoyl-sn-glycerol 3-phosphate,C21H40O7P,c0,-1,
cpd00906_c0,all-trans-Hexaprenyl diphosphate,C30H50O7P2,c0,-2,
cpd00158_c0,CELB,C12H22O11,c0,0,
cpd11464_c0,Butyryl-ACP,C15H28N2O8PRS,c0,-2,
cpd00356_c0,dCTP,C9H13N3O13P3,c0,-3,
cpd15469_c0,galactosyl-glucosyl-inner core oligosaccharide lipid A,C157H271N2O84P4,c0,-11,
cpd15798_c0,Anteisopentadecanoylcardiolipin (B. subtilis),C69H132O17P2,c0,-2,
cpd03423_c0,alpha-Ribazole,C14H18N2O4,c0,0,
cpd01646_c0,2-Isopropylmalate,C7H10O5,c0,-2,
cpd01260_c0,Lauroyl-CoA,C33H54N7O17P3S,c0,-4,
cpd00751_c0,L-Fucose,C6H12O5,c0,0,
cpd15277_c0,Palmitoyl-ACP,C27H51N2O8PRS,c0,-2,
cpd00107_c0,L-Leucine,C6H13NO2,c0,0,
cpd00190_c0,beta-D-Glucose,C6H12O6,c0,0,
cpd11471_c0,(2E)-Octenoyl-[acp],C19H34N2O8PRS,c0,-2,
cpd00343_c0,N-Carbamoyl-L-aspartate,C5H6N2O5,c0,-2,
cpd00191_c0,3-Oxopropanoate,C3H3O3,c0,-1,
cpd01882_c0,Isovaleryl-CoA,C26H40N7O17P3S,c0,-4,
cpd00074_c0,S,S,c0,0,
cpd02948_c0,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol,C86H140N7O21P2,c0,-3,
cpd15535_c0,Phosphatidylglycerol didodecanoyl,C30H58O10P,c0,-1,
cpd02557_c0,Farnesylfarnesylgeraniol,C40H66O7P2,c0,-2,
cpd12547_c0,L-2-Lysophosphatidylethanolamine,C6H13NO7PR,c0,0,
cpd00102_c0,Glyceraldehyde3-phosphate,C3H5O6P,c0,-2,
cpd00498_c0,2-Aceto-2-hydroxybutanoate,C6H9O4,c0,-1,
cpd15308_c0,"1,2-Diacyl-sn-glycerol ditetradec-7-enoyl",C31H56O5,c0,0,
cpd00011_e0,CO2,CO2,e0,0,
cpd03448_c0,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone",C48H72O3,c0,0,
cpd11585_e0,L-alanylglycine,C5H10N2O3,e0,0,
cpd00125_c0,5-10-Methylenetetrahydrofolate,C20H21N7O6,c0,-2,
cpd00044_c0,3-phosphoadenylylsulfate,C10H11N5O13P2S,c0,-4,
cpd11912_c0,tRNA-Glu,C10H12N5O3R,c0,0,
cpd15556_c0,phosphatidylserine dihexadec-9-enoyl,C38H68NO10P,c0,-2,
cpd11581_c0,gly-asn-L,C6H11N3O4,c0,0,
cpd00299_c0,dUMP,C9H11N2O8P,c0,-2,
cpd00045_c0,Adenosine 3-5-bisphosphate,C10H11N5O10P2,c0,-4,
cpd00177_c0,dADP,C10H13N5O9P2,c0,-2,
cpd00268_e0,H2S2O3,HO3S2,e0,-1,
cpd01311_c0,Dethiobiotin,C10H17N2O3,c0,-1,
cpd15554_c0,phosphatidylserine ditetradec-7-enoyl,C34H60NO10P,c0,-2,
cpd00016_c0,Pyridoxal phosphate,C8H8NO6P,c0,-2,
cpd00100_c0,Glycerol,C3H8O3,c0,0,
cpd11519_c0,14-methyl-hexa-decanoyl-ACP,C28H53N2O8PRS,c0,-2,
cpd00132_c0,L-Asparagine,C4H8N2O3,c0,0,
cpd11555_c0,8-methyl-3-hydroxy-nonanoyl-ACP,C21H39N2O9PRS,c0,-1,
cpd03116_c0,(S)-3-Hydroxydodecanoyl-CoA,C33H54N7O18P3S,c0,-4,
cpd01080_e0,ocdca,C18H35O2,e0,-1,
cpd00330_c0,Dihydrofolate,C19H19N7O6,c0,-2,
cpd00836_c0,S-Acetyldihydrolipoamide,C10H19NO2S2,c0,0,
cpd01587_c0,5-Methylcytosine,C5H7N3O,c0,0,
cpd11547_c0,4-methyl-3-hydroxy-pentanoyl-ACP,C17H31N2O9PRS,c0,-1,
cpd00430_c0,PACT,C8H8O2,c0,0,
cpd00075_e0,Nitrite,HNO2,e0,0,
cpd02182_c0,(R)-S-Lactoylglutathione,C13H20N3O8S,c0,-1,
cpd02255_c0,3-oxoadipate-enol-lactone,C6H5O4,c0,-1,
cpd00653_c0,D-Galactonate,C6H11O7,c0,-1,
cpd00473_c0,3-Dehydro-L-gulonate,C6H9O7,c0,-1,
cpd00911_c0,6-phospho-D-glucono-1-5-lactone,C6H9O9P,c0,-2,
cpd00851_c0,trans-4-Hydroxy-L-proline,C5H9NO3,c0,0,
cpd15349_c0,2-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl,C24H46O9P,c0,-1,
cpd00201_c0,10-Formyltetrahydrofolate,C20H21N7O7,c0,-2,
cpd01892_c0,4-Hydroxybenzoyl-CoA,C28H36N7O18P3S,c0,-4,
cpd15316_c0,1-Acyl-sn-glycero-3-phosphoethanolamine hexadecanoyl,C21H44NO7P,c0,0,
cpd03920_c0,Adenosylcobinamide-GDP,C68H95CoN21O21P2,c0,-1,
cpd00229_c0,Glycolaldehyde,C2H4O2,c0,0,
cpd11480_c0,D-3-Hydroxydodecanoyl-[acp],C23H43N2O9PRS,c0,-2,
cpd15488_c0,heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,C131H231N2O60P3,c0,-8,
cpd04918_c0,D-Glycero-D-manno-heptose7-phosphate,C7H13O10P,c0,-2,
cpd15237_c0,hexadecenoate,C16H29O2,c0,-1,
cpd15536_c0,Phosphatidylglycerol ditetradecanoyl,C34H66O10P,c0,-1,
cpd00918_c0,2-Acetamido-5-oxopentanoate,C7H10NO4,c0,-1,
cpd16062_e0,Citrate-Mg,C6H5MgO7,e0,-1,
cpd03752_c0,Galactitol 1-phosphate,C6H13O9P,c0,-2,
cpd01324_c0,L-Histidinal,C6H10N3O,c0,1,
cpd02069_c0,3-Phosphonooxypyruvate,C3H2O7P,c0,-3,
cpd15314_c0,1-Acyl-sn-glycero-3-phosphoethanolamine tetradecanoyl,C19H40NO7P,c0,0,
cpd00418_c0,NO,NO,c0,0,
cpd12139_c0,Protein disulfide,C7H9N3O3R2S2,c0,0,
cpd00118_e0,Putrescine,C4H14N2,e0,2,
cpd01999_c0,GDP-D-rhamnose,C16H23N5O15P2,c0,-2,
cpd02631_c0,DKDI,C6H8O5,c0,0,
cis9_hexadecenoyl_acp_c0,cis9_hexadecenoyl_acp_c0,X,c0,0,
cpd00142_c0,Acetoacetate,C4H5O3,c0,-1,
cpd02590_c0,all-trans-Heptaprenyl diphosphate,C35H58O7P2,c0,-2,
cpd00504_c0,"LL-2,6-Diaminopimelate",C7H14N2O4,c0,0,
cpd00842_c0,(S)-3-Hydroxybutyryl-CoA,C25H38N7O18P3S,c0,-4,
cpd00119_c0,L-Histidine,C6H9N3O2,c0,0,
cpd00051_c0,L-Arginine,C6H15N4O2,c0,1,
cpd15539_c0,Phosphatidylglycerol dihexadec-9-enoyl,C38H70O10P,c0,-1,
cpd02414_c0,L-2-Amino-6-oxopimelate,C7H10NO5,c0,-1,
cpd00659_c0,Nitrous oxide,N2O,c0,0,
cpd15606_e0,Gly-Tyr,C11H14N2O4,e0,0,
cpd00072_c0,D-fructose-6-phosphate,C6H11O9P,c0,-2,
cpd00026_c0,UDP-glucose,C15H22N2O17P2,c0,-2,
IscS_sulfur_acceptor_protein_c0,IscS_sulfur_acceptor_protein_c0,X,c0,0,
cpd11564_c0,12-methyl-trans-tridec-2-enoyl-ACP,C25H45N2O8PRS,c0,-1,
cpd00712_c0,2-Dehydropantoate,C6H9O4,c0,-1,
cpd15521_c0,"1,2-didodecanoyl-sn-glycerol 3-phosphate",C27H52O8P,c0,-1,
cpd11557_c0,8-methyl-nonanoyl-ACP,C21H39N2O8PRS,c0,-1,
cpd08210_c0,ADC,C10H10NO5,c0,-1,
cpd00859_c0,Pseudouridine 5'-phosphate,C9H11N2O9P,c0,-2,
cpd03494_c0,Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine,C87H139N7O23P2,c0,-4,
cpd03443_c0,3-Octaprenyl-4-hydroxybenzoate,C47H69O3,c0,-1,
cpd02187_c0,Methacrylyl-CoA,C25H36N7O17P3S,c0,-4,
cpd11592_c0,gly-glu-L,C7H11N2O5,c0,-1,
cpd00550_c0,D-Serine,C3H7NO3,c0,0,
cpd01710_c0,2-Isopropylmaleate,C7H8O4,c0,-2,
cpd03444_c0,2-Octaprenylphenol,C46H70O,c0,0,
cpd26818_e0,D-Galactose,C6H12O6,e0,0,
cpd00099_c0,Cl-,Cl,c0,-1,
cpd00020_c0,Pyruvate,C3H3O3,c0,-1,
cpd03736_c0,Lauroyl-KDO2-lipid IV(A),C96H170N2O38P2,c0,-6,
cpd00805_c0,D-Tagatose 6-phosphate,C6H11O9P,c0,-2,
cpd00588_e0,Sorbitol,C6H14O6,e0,0,
cpd00142_e0,Acetoacetate,C4H5O3,e0,-1,
cpd15238_c0,Hexadecenoyl-CoA,C37H61N7O17P3S,c0,-3,
cpd00492_e0,N-Acetyl-D-mannosamine,C8H15NO6,e0,0,
cpd03127_c0,(2E)-Tetradecenoyl-CoA,C35H56N7O17P3S,c0,-4,
cpd11546_c0,4-methyl-3-oxo-pentanoyl-ACP,C17H29N2O9PRS,c0,-1,
cpd00130_e0,L-Malate,C4H4O5,e0,-2,
cpd00222_c0,GLCN,C6H11O7,c0,-1,
cpd03115_c0,(S)-3-Hydroxytetradecanoyl-CoA,C35H58N7O18P3S,c0,-4,
cpd00182_c0,Adenosine,C10H13N5O4,c0,0,
cpd00039_c0,L-Lysine,C6H15N2O2,c0,1,
cpd15353_c0,2-Demethylmenaquinol 8,C50H72O2,c0,0,
cpd00035_c0,L-Alanine,C3H7NO2,c0,0,
cpd00982_c0,FADH2,C27H33N9O15P2,c0,-2,
cpd00703_c0,Indoleacetate,C10H8NO2,c0,-1,
cpd03862_c0,N-gamma-Acetyldiaminobutyrate,C6H12N2O3,c0,0,
cpd11589_c0,gly-asp-L,C6H9N2O5,c0,-1,
cpd15552_c0,phosphatidylserine didodecanoyl,C30H56NO10P,c0,-2,
cpd00268_c0,H2S2O3,HO3S2,c0,-1,
cpd15479_c0,glucosyl-inner core oligosaccharide lipid A,C151H261N2O79P4,c0,-11,
cpd10516_c0,Fe+3,Fe,c0,3,
cpd02698_c0,"N-Succinyl-L-2,6-diaminopimelate",C11H16N2O7,c0,-2,
cpd11593_c0,ala-L-asp-L,C7H11N2O5,c0,-1,
cpd02068_c0,3-Methylglutaconyl-CoA,C27H37N7O19P3S,c0,-5,
cpd11573_c0,Octodecanoyl-ACP,C29H55N2O8PRS,c0,-2,
cpd03495_c0,Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala,C95H152N8O28P2,c0,-4,
cpd03118_c0,(S)-Hydroxydecanoyl-CoA,C31H50N7O18P3S,c0,-4,
cpd11431_c0,fa11,C17H33O2,c0,-1,
cpd02060_c0,(2E)-Dodecenoyl-CoA,C33H52N7O17P3S,c0,-4,
cpd00227_c0,L-Homoserine,C4H9NO3,c0,0,
cpd03607_c0,4-(Phosphonooxy)-threonine,C4H8NO7P,c0,-2,
cpd00175_c0,UDP-N-acetyl-D-galactosamine,C17H25N3O17P2,c0,-2,
cpd00149_c0,Co2+,Co,c0,2,
cpd03407_c0,gamma-Glutamyl-beta-cyanoalanine,C9H12N3O5,c0,-1,
cpd11588_c0,gly-pro-L,C7H12N2O3,c0,0,
cpd00012_e0,PPi,HO7P2,e0,-3,
cpd15665_c0,Peptidoglycan polymer (n subunits),C80H125N16O42R,c0,-4,
cpd15603_e0,Gly-Cys,C5H10N2O3S,e0,0,
cpd15339_c0,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),C21H44NO7P,c0,0,
cpd14545_c0,Iminoglycine,C2H3NO2,c0,0,
cpd00087_c0,Tetrahydrofolate,C19H21N7O6,c0,-2,
cpd00890_c0,UDP-N-acetylmuramoyl-L-alanine,C23H33N4O20P2,c0,-3,
cpd11582_e0,ala-L-Thr-L,C7H14N2O4,e0,0,
cpd03211_c0,15-cis-Phytoene,C40H64,c0,0,
cpd08449_c0,3-Amino-2-oxopropyl phosphate,C3H7NO5P,c0,-1,
cpd15269_c0,octadecenoate,C18H33O2,c0,-1,
cpd00298_c0,dTMP,C10H13N2O8P,c0,-2,
cpd15526_c0,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",C39H76O8P,c0,-1,
biomass_c0,biomass_c0,X,c0,0,
cpd11576_e0,L-methionine R-oxide,C5H11NO3S,e0,0,
cpd11524_c0,5-methyl-hexanoyl-ACP,C18H33N2O8PRS,c0,-1,
cpd15673_c0,1-isotetradecanoyl-sn-glycerol 3-phosphate,C17H34O7P,c0,-1,
cpd11580_c0,Gly-Gln,C7H13N3O4,c0,0,
cpd11481_c0,R-3-hydroxypalmitoyl-acyl-carrierprotein-,C27H49N2O9PRS,c0,-2,
cpd03587_c0,kdo2-lipid a,C110H196N2O39P2,c0,-6,
cpd01080_c0,ocdca,C18H35O2,c0,-1,
cpd00528_c0,N2,N2,c0,0,
cpd00064_c0,Ornithine,C5H13N2O2,c0,1,
cpd00806_c0,L-Fuculose1-phosphate,C6H11O8P,c0,-2,
cpd03608_c0,4-Hydroxy-L-threonine,C4H9NO4,c0,0,
cpd03279_c0,Deoxyinosine,C10H12N4O4,c0,0,
cpd11506_c0,8-methyl-trans-dec-2-enoyl-ACP,C22H39N2O8PRS,c0,-1,
cpd15697_c0,Diisotetradecanoylphosphatidylethanolamine,C33H66NO8P,c0,0,
cpd15323_c0,1-Acyl-sn-glycero-3-phosphoglycerol octadecanoyl,C24H48O9P,c0,-1,
cpd00065_c0,L-Tryptophan,C11H12N2O2,c0,0,
cpd15532_c0,phosphatidylethanolamine dihexadec-9enoyl,C37H70NO8P,c0,0,
cpd15699_c0,Dianteisopentadecanoylphosphatidylethanolamine,C35H70NO8P,c0,0,
cpd00307_c0,Cytosine,C4H5N3O,c0,0,
cpd11569_c0,14-methyl-pentadecanoyl-ACP,C27H51N2O8PRS,c0,-2,
cpd00939_c0,Toxopyrimidine,C6H10N3O,c0,1,
cpd15538_c0,Phosphatidylglycerol dihexadecanoyl,C38H74O10P,c0,-1,
cpd00393_e0,Folate,C19H17N7O6,e0,-2,
cpd00032_c0,Oxaloacetate,C4H2O5,c0,-2,
cpd00359_c0,indol,C8H7N,c0,0,
cpd15553_c0,phosphatidylserine ditetradecanoyl,C34H64NO10P,c0,-2,
cpd00129_c0,L-Proline,C5H9NO2,c0,0,
cpd00550_e0,D-Serine,C3H7NO3,e0,0,
cpd11621_c0,Oxidizedferredoxin,Fe2R4S6,c0,6,
cpd01775_c0,Phosphoribosyl-ATP,C15H20N5O20P4,c0,-5,
cpd15320_c0,1-Acyl-sn-glycero-3-phosphoglycerol tetradec-7-enoyl,C20H38O9P,c0,-1,
cpd11454_c0,Phosphatidylglycerophosphate,C8H11O13P2R2,c0,-3,
cpd00041_c0,L-Aspartate,C4H6NO4,c0,-1,
cpd00092_c0,Uracil,C4H4N2O2,c0,0,
cpd00073_c0,Urea,CH4N2O,c0,0,
cpd00038_c0,GTP,C10H13N5O14P3,c0,-3,
cpd00311_c0,Guanosine,C10H13N5O5,c0,0,
cpd00817_c0,D-Arabinose5-phosphate,C5H9O8P,c0,-2,
cpd03524_c0,10-Formyl-THF-L-glutamate,C25H27N8O10,c0,-3,
cpd03470_c0,Iminoaspartate,C4H4NO4,c0,-1,
cpd00638_c0,Deamido-NAD,C21H24N6O15P2,c0,-2,
cpd11587_e0,Ala-Gln,C8H15N3O4,e0,0,
cpd02701_c0,S-Adenosyl-4-methylthio-2-oxobutanoate,C15H19N5O6S,c0,0,
cpd11497_c0,4-methyl-3-hydroxy-hexanoyl-ACP,C18H33N2O9PRS,c0,-1,
cpd00289_c0,Geranylgeranyl diphosphate,C20H34O7P2,c0,-2,
cpd00093_c0,Anthranilate,C7H6NO2,c0,-1,
cpd00345_c0,5-Methyltetrahydrofolate,C20H23N7O6,c0,-2,
cpd03606_c0,2-Oxo-3-hydroxy-4-phosphobutanoate,C4H4O8P,c0,-3,
cpd00264_c0,Spermidine,C7H22N3,c0,3,
cpd02920_c0,2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate,C7H8N5O8P2,c0,-3,
cpd00069_c0,L-Tyrosine,C9H11NO3,c0,0,
cpd00822_c0,O-Succinyl-L-homoserine,C8H12NO6,c0,-1,
cpd11513_c0,12-methyl-3-hydroxy-tetra-decanoyl-ACP,C26H49N2O9PRS,c0,-1,
cpd01186_c0,L-Fuculose,C6H12O5,c0,0,
cpd00214_c0,Palmitate,C16H31O2,c0,-1,
cpd15675_c0,1-anteisopentadecanoyl-sn-glycerol 3-phosphate,C18H36O7P,c0,-1,
IscS_with_bound_sulfur_c0,IscS_with_bound_sulfur_c0,X,c0,0,
cpd03422_c0,Cobinamide,C48H72CoN11O8,c0,0,
cpd00039_e0,L-Lysine,C6H15N2O2,e0,1,
cpd15550_c0,phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,C131H230N2O63P4,c0,-10,
cpd00421_c0,Triphosphate,HO10P3,c0,-4,
cpd00531_c0,Hg2+,Hg,c0,2,
cpd00052_c0,CTP,C9H13N3O14P3,c0,-3,
cpd00041_e0,L-Aspartate,C4H6NO4,e0,-1,
cpd00309_c0,XAN,C5H4N4O2,c0,0,
cpd00164_e0,Glucuronate,C6H9O7,e0,-1,
cpd11572_c0,trans-Octodec-2-enoyl-ACP,C29H53N2O8PRS,c0,-1,
cpd00492_c0,N-Acetyl-D-mannosamine,C8H15NO6,c0,0,
cpd00103_c0,PRPP,C5H9O14P3,c0,-4,
cpd00516_c0,"meso-2,6-Diaminopimelate",C7H14N2O4,c0,0,
cpd02991_c0,phosphoribulosylformimino-AICAR-phosphate,C15H21N5O15P2,c0,-4,
cpd03830_c0,ADP-D-glycero-D-manno-heptose,C17H25N5O16P2,c0,-2,
cpd11498_c0,4-methyl-trans-hex-2-enoyl-ACP,C18H31N2O8PRS,c0,-1,
cpd00509_c0,deoxyribose-1-phosphate,C5H9O7P,c0,-2,
cpd00105_c0,D-Ribose,C5H10O5,c0,0,
cpd00296_c0,dGMP,C10H12N5O7P,c0,-2,
cpd00793_e0,Thiamine phosphate,C12H17N4O4PS,e0,0,
cpd00493_c0,Pyridoxamine phosphate,C8H12N2O5P,c0,-1,
cpd16093_c0,phosphatidylserine (Saureus),X,c0,0,
cpd00254_c0,Mg,Mg,c0,2,
cpd00525_c0,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,C28H39N5O23P2,c0,-4,
cpd11556_c0,8-methyl-trans-non-2-enoyl-ACP,C21H37N2O8PRS,c0,-1,
cpd00905_c0,"Guanosine 3',5'-bis(diphosphate)",C10H12N5O17P4,c0,-5,
cpd03114_c0,3-Oxopalmitoyl-CoA,C37H60N7O18P3S,c0,-4,
cpd11590_c0,met-L-ala-L,C8H15N2O3S,c0,-1,
cpd00260_c0,Isocitrate,C6H5O7,c0,-3,
cpd12005_c0,Lipoylprotein,C8H14NORS2,c0,0,
cpd02547_c0,(R)-1-Aminopropan-2-yl phosphate,C3H9NO4P,c0,-1,
cpd15561_c0,Ubiquinol-8,C49H76O4,c0,0,
cpd11485_c0,3-oxohexadecanoyl-acp,C27H50N2O9PRS,c0,-2,
cpd02147_c0,4-Phosphoerythronate,C4H6O8P,c0,-3,
cpd02371_c0,"D-Tagatose 1,6-biphosphate",C6H10O12P2,c0,-4,
cpd00426_c0,Homogentisate,C8H7O4,c0,-1,
cpd15489_c0,inner core oligosaccharide lipid A,C145H255N2O74P4,c0,-7,
cpd02546_c0,CMP-KDO,C17H24N3O15P,c0,-2,
cpd00894_c0,2-Dehydro-3-deoxy-D-galactonate,C6H9O6,c0,-1,
cpd15799_c0,Isohexadecanoylcardiolipin (B. subtilis),C73H140O17P2,c0,-2,
cpd00118_c0,Putrescine,C4H14N2,c0,2,
cpd01171_e0,Dulcose,C6H14O6,e0,0,
cpd02857_c0,DAHP,C7H10O10P,c0,-3,
cpd11545_c0,isobutyryl-ACP,C15H27N2O8PRS,c0,-2,
cpd00508_c0,3MOP,C6H9O3,c0,-1,
cpd00292_c0,HMG-CoA,C27H39N7O20P3S,c0,-5,
cpd08286_c0,2-C-methyl-D-erythritol4-phosphate,C5H11O7P,c0,-2,
cpd00135_c0,Homocysteine,C4H9NO2S,c0,0,
cpd00219_c0,Prephenate,C10H8O6,c0,-2,
cpd00532_c0,O2-,O2,c0,-1,
cpd15312_c0,"1,2-Diacyl-sn-glycerol dioctadec-11-enoyl",C39H72O5,c0,0,
cpd15342_c0,2-Acyl-sn-glycero-3-phosphoethanolamine octadec-11-enoyl,C23H46NO7P,c0,0,
cpd00019_c0,S-Adenosyl-homocysteine,C14H20N6O5S,c0,0,
cpd00635_c0,Cbl,C62H88CoN13O14P,c0,-1,
cpd01211_c0,Thiocyanate,CNS,c0,-1,
cpd15706_c0,"1,2-Diisohexadecanoyl-sn-glycerol",C35H68O5,c0,0,
cpd15549_c0,phospho-heptosyl-heptosyl-kdo2-lipidA,C124H219N2O54P3,c0,-8,
cpd15485_c0,heptosyl-kdo2-lipidA,C117H208N2O45P2,c0,-6,
cpd00807_c0,L-histidinol-phosphate,C6H11N3O4P,c0,-1,
cpd00834_c0,Phosphopantetheine,C11H21N2O7PS,c0,-2,
cpd00875_c0,KDO,C8H13O8,c0,-1,
cpd00773_c0,UDP-MurNAc,C20H28N3O19P2,c0,-3,
cpd11532_c0,9-methyl-decanoyl-ACP,C22H41N2O8PRS,c0,-1,
cpd00130_c0,L-Malate,C4H4O5,c0,-2,
cpd00063_e0,Ca2+,Ca,e0,2,
cpd15725_c0,Diisopentadecanoylphosphatidylglycerol,C36H70O10P,c0,-1,
cpd00502_c0,5-Formiminotetrahydrofolate,C20H22N8O6,c0,-2,
cpd11606_e0,Menaquinone 7,C46H64O2,e0,0,
cpd03561_c0,2-Hydroxybutyrate,C4H7O3,c0,-1,
cpd11582_c0,ala-L-Thr-L,C7H14N2O4,c0,0,
cpd11483_c0,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein],C19H36N2O9PRS,c0,-2,
cpd00105_e0,D-Ribose,C5H10O5,e0,0,
cpd00112_c0,CMP-N-acetylneuraminate,C20H29N4O16P,c0,-2,
cpd00143_c0,Phenylpyruvate,C9H7O3,c0,-1,
cpd03125_c0,(2E)-Hexenoyl-CoA,C27H40N7O17P3S,c0,-4,
cpd15693_c0,Dianteisopentadecanoylphosphatidylserine,C36H68NO10P,c0,-2,
cpd02258_c0,4-Hydroxy-2-oxovalerate,C5H7O4,c0,-1,
cpd03519_c0,"2,5-Diaminopyrimidine nucleoside triphosphate",C9H14N5O14P3,c0,-4,
cpd15362_c0,2-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H32O7P,c0,-1,
cpd00017_c0,S-Adenosyl-L-methionine,C15H23N6O5S,c0,1,
cpd00400_c0,Acrylate,C3H3O2,c0,-1,
cpd01012_e0,Cd2+,Cd,e0,2,
cpd00006_c0,NADP,C21H25N7O17P3,c0,-3,
cpd15524_c0,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",C35H68O8P,c0,-1,
cpd02882_c0,4--1-D-Ribitylamino-5-aminouracil,C9H16N4O6,c0,0,
cpd11489_c0,3-oxododecanoyl-acp,C23H42N2O9PRS,c0,-2,
cpd00869_c0,4-methylthio 2-oxobutyrate,C5H7O3S,c0,-1,
cpd15341_c0,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),C23H48NO7P,c0,0,
cpd01501_c0,2-Methylcitrate,C7H7O7,c0,-3,
cpd11441_c0,fa6coa,C37H63N7O17P3S,c0,-3,
cpd00294_c0,dAMP,C10H12N5O6P,c0,-2,
cpd00308_e0,Malonate,C3H2O4,e0,-2,
cpd00830_c0,4-Hydroxy-2-oxoglutarate,C5H4O6,c0,-2,
