gene_id	gene_name	n_reactions	reaction_ids
PST_3271	G_PST_3271	1	rxn06526
PST_2708	G_PST_2708	1	rxn06526
PST_3384	G_PST_3384	1	rxn06526
PST_0357	G_PST_0357	3	rxn05207;rxn05208;rxn05604
PST_3272	G_PST_3272	1	rxn02213
PST_3318	G_PST_3318	2	rxn02200;rxn02201
PST_0061	G_PST_0061	7	rxn03839;rxn00231;rxn03869;rxn02222;rxn00853;rxn02275;rxn01843
PST_2849	G_PST_2849	4	rxn08556;rxn00616;rxn08558;rxn08557
PST_1601	G_PST_1601	4	rxn08556;rxn00616;rxn08558;rxn08557
PST_1541	G_PST_1541	2	rxn04308;rxn03843
PST_1774	G_PST_1774	1	rxn03062
PST_2690	G_PST_2690	1	rxn01973
PST_3178	G_PST_3178	1	rxn00506
PST_3106	G_PST_3106	1	rxn00506
PST_1846	G_PST_1846	3	rxn01388;rxn00973;rxn00974
PST_3297	G_PST_3297	1	rxn01791
PST_2726	G_PST_2726	1	rxn00020
PST_3024	G_PST_3024	6	rxn03839;rxn00231;rxn03869;rxn02222;rxn02275;rxn01843
PST_1022	G_PST_1022	7	rxn03839;rxn00231;rxn03869;rxn02222;rxn03146;rxn02275;rxn01843
PST_0471	G_PST_0471	1	rxn01519
PST_0540	G_PST_0540	1	rxn00029
PST_2036	G_PST_2036	1	rxn03060
PST_0542	G_PST_0542	1	rxn02449
PST_1298	G_PST_1298	3	rxn03536;rxn03537;rxn04413
PST_3835	G_PST_3835	1	rxn01316
PST_2137	G_PST_2137	1	rxn08615
PST_1526	G_PST_1526	2	rxn00208;rxn00209
PST_0550	G_PST_0550	1	rxn00161
PST_1637	G_PST_1637	4	rxn06075;rxn06076;rxn05233;rxn05231
PST_0266	G_PST_0266	2	rxn05233;rxn05231
PST_3997	G_PST_3997	2	rxn05233;rxn05231
PST_1636	G_PST_1636	4	rxn06075;rxn06076;rxn05233;rxn05231
PST_0110	G_PST_0110	2	rxn05233;rxn05231
PST_0109	G_PST_0109	4	rxn06075;rxn06076;rxn05233;rxn05231
PST_1102	G_PST_1102	3	rxn08901;rxn00935;rxn08900
PST_2444	G_PST_2444	1	rxn01477
PST_3500	G_PST_3500	1	rxn01477
PST_2613	G_PST_2613	3	rxn05306;rxn05663;rxn05301
PST_3256	G_PST_3256	6	rxn02186;rxn03068;rxn03435;rxn03436;rxn02187;rxn01790
PST_1670	G_PST_1670	1	rxn00584
PST_1168	G_PST_1168	1	rxn00085
PST_1189	G_PST_1189	1	rxn00085
PST_3128	G_PST_3128	1	rxn00085
PST_1736	G_PST_1736	1	rxn00085
PST_0561	G_PST_0561	1	rxn00085
PST_0562	G_PST_0562	1	rxn00085
PST_0833	G_PST_0833	1	rxn00085
PST_3095	G_PST_3095	1	rxn01746
PST_2745	G_PST_2745	1	rxn00251
PST_2892	G_PST_2892	2	rxn00295;rxn00214
PST_0816	G_PST_0816	2	rxn00295;rxn00214
PST_1698	G_PST_1698	1	rxn00265
PST_2338	G_PST_2338	3	rxn01219;rxn00364;rxn00707
PST_2744	G_PST_2744	3	rxn10052;rxn00097;rxn01127
PST_2226	G_PST_2226	1	rxn10181
PST_1651	G_PST_1651	1	rxn00291
PST_1555	G_PST_1555	2	rxn00410;rxn00412
PST_2350	G_PST_2350	1	rxn05152
PST_1179	G_PST_1179	2	rxn05146;rxn05152
PST_4004	G_PST_4004	3	rxn02792;rxn02791;rxn00350
PST_2869	G_PST_2869	3	rxn02792;rxn02791;rxn00350
PST_1243	G_PST_1243	1	rxn05221
PST_1246	G_PST_1246	1	rxn05221
PST_2410	G_PST_2410	2	rxn00568;rxn00569
PST_1954	G_PST_1954	2	rxn00568;rxn00569
PST_3878	G_PST_3878	2	rxn00872;rxn02270
PST_4069	G_PST_4069	1	rxn12224
PST_2634	G_PST_2634	1	rxn02405
PST_0491	G_PST_0491	2	rxn00781;rxn00782
PST_2656	G_PST_2656	1	rxn00782
PST_0676	G_PST_0676	1	rxn00395
PST_3978	G_PST_3978	1	rxn00395
PST_1745	G_PST_1745	2	rxn01868;rxn01867
PST_3757	G_PST_3757	1	rxn02305
PST_0563	G_PST_0563	2	rxn03384;rxn02288
PST_3680	G_PST_3680	1	rxn05551
PST_4140	G_PST_4140	13	rxn00363;rxn01445;rxn02400;rxn01218;rxn00132;rxn01961;rxn01145;rxn00831;rxn01521;rxn00708;rxn01507;rxn00913;rxn01670
PST_1568	G_PST_1568	13	rxn00363;rxn01445;rxn02400;rxn01218;rxn00132;rxn01961;rxn01145;rxn00831;rxn01521;rxn00708;rxn01507;rxn00913;rxn01670
PST_3566	G_PST_3566	2	rxn05064;rxn05063
PST_1455	G_PST_1455	1	rxn10116
PST_0991	G_PST_0991	1	rxn10116
PST_4122	G_PST_4122	3	rxn09562;rxn01509;rxn00239
PST_0461	G_PST_0461	3	rxn09562;rxn01509;rxn00239
PST_1894	G_PST_1894	2	rxn00612;rxn00611
PST_3958	G_PST_3958	1	rxn00711
PST_3175	G_PST_3175	1	rxn00711
PST_3217	G_PST_3217	1	rxn00991
PST_1716	G_PST_1716	1	rxn00991
PST_0967	G_PST_0967	4	rxn04113;rxn04996;rxn08756;rxn08352
PST_2504	G_PST_2504	1	rxn06023
PST_3894	G_PST_3894	1	rxn00007
PST_3562	G_PST_3562	2	rxn01315;rxn04989
PST_0207	G_PST_0207	3	rxn00500;rxn08783;rxn00146
PST_4153	G_PST_4153	2	rxn00763;rxn00543
PST_2078	G_PST_2078	2	rxn00763;rxn00543
PST_2871	G_PST_2871	2	rxn00763;rxn00543
PST_2239	G_PST_2239	2	rxn00763;rxn00543
PST_3017	G_PST_3017	2	rxn00763;rxn00543
PST_0312	G_PST_0312	2	rxn00763;rxn00543
PST_0493	G_PST_0493	2	rxn00763;rxn00543
PST_2436	G_PST_2436	4	rxn05607;rxn05608;rxn10174;rxn05170
PST_3484	G_PST_3484	3	rxn05608;rxn10174;rxn05170
PST_3486	G_PST_3486	3	rxn05608;rxn10174;rxn05170
PST_3478	G_PST_3478	4	rxn05608;rxn10174;rxn05170;rxn00062
PST_3490	G_PST_3490	4	rxn05607;rxn05608;rxn10174;rxn05170
PST_3485	G_PST_3485	3	rxn05608;rxn10174;rxn05170
PST_1831	G_PST_1831	1	rxn00138
PST_2306	G_PST_2306	2	rxn03136;rxn00800
PST_2443	G_PST_2443	2	rxn00216;rxn01169
PST_3499	G_PST_3499	2	rxn00216;rxn01169
PST_1291	G_PST_1291	3	rxn05029;rxn08194;rxn03535
PST_3785	G_PST_3785	1	rxn02373
PST_1604	G_PST_1604	1	rxn05581
PST_0744	G_PST_0744	2	rxn00726;rxn00727
PST_0745	G_PST_0745	3	rxn00726;rxn00727;rxn01257
PST_1997	G_PST_1997	1	rxn02177
PST_2331	G_PST_2331	1	rxn02177
PST_3598	G_PST_3598	1	rxn02177
PST_3012	G_PST_3012	1	rxn02177
PST_2788	G_PST_2788	1	rxn03147
PST_0724	G_PST_0724	1	rxn00095
PST_2054	G_PST_2054	2	rxn01211;rxn00907
PST_3495	G_PST_3495	2	rxn03884;rxn00328
PST_2327	G_PST_2327	2	rxn03884;rxn00328
PST_1126	G_PST_1126	2	rxn00173;rxn00670
PST_0690	G_PST_0690	2	rxn00173;rxn00670
PST_1672	G_PST_1672	1	rxn02782
PST_0315	G_PST_0315	1	rxn00371
PST_1939	G_PST_1939	1	rxn00371
PST_0346	G_PST_0346	1	rxn00371
PST_1940	G_PST_1940	1	rxn00371
PST_3681	G_PST_3681	1	rxn00539
PST_3682	G_PST_3682	1	rxn00539
PST_1694	G_PST_1694	2	rxn02270;rxn01924
PST_1915	G_PST_1915	3	rxn01451;rxn02270;rxn01924
PST_0934	G_PST_0934	2	rxn00184;rxn00182
PST_1682	G_PST_1682	2	rxn01241;rxn06493
PST_0926	G_PST_0926	2	rxn01297;rxn01522
