current_id,name,reaction_string,subsystem,lower_bound,upper_bound
r_0444,,accoa[c] + atp[c] + hco3[c] <=> adp[c] + h[c] + malcoa[c] + pi[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0445,,asp__L[c] + gtp[c] + imp[c] --> dcamp[c] + gdp[c] + 2.0 h[c] + pi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0446,,hxan[c] + prpp[c] <=> imp[c] + ppi[c],Purine Metabolism,-1000.0,1000.0
r_0447,,h[c] + mlthf[c] + nadh[c] --> 5mthf[c] + nad[c],One carbon pool by folate,0.0,1000.0
r_0448,,h[c] + nadph[c] + tmrs2eACP[c] --> myrsACP[c] + nadp[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0449,,23dhdp[c] + h[c] + nadph[c] --> nadp[c] + thdp[c],Lysine Biosynthesis,0.0,1000.0
r_0450,,dctp[c] + h2o[c] --> dutp[c] + nh3[c],Pyrimidine Metabolism,0.0,1000.0
r_0451,,fe2[c] + scl[c] --> 2.0 h[c] + sheme[c],Porphyrin Metabolism,0.0,1000.0
r_0452,,atp[c] + gln__L[c] + h2o[c] + xmp[c] --> amp[c] + glu__L[c] + gmp[c] + h[c] + ppi[c],Purine Metabolism,0.0,1000.0
r_0453,,h[c] + lpam[c] + pyr[c] --> adhlam[c] + co2[c],Glycolysis / Gluconeogenesis,0.0,1000.0
r_0454,,2.0 amet[c] + uppg3[c] --> 2.0 ahcys[c] + dscl[c] + 2.0 h[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0455,,arg__L[c] + atp[c] + h[c] + trnaarg[c] --> amp[c] + argtrna[c] + ppi[c],Arginine biosynthesis,0.0,1000.0
r_0456,,mlthf[c] + nadp[c] <=> methf[c] + nadph[c],One carbon pool by folate,-1000.0,1000.0
r_0457,,atp[c] + glucys[c] + gly[c] --> adp[c] + gthrd[c] + h[c] + pi[c],Glutathione Metabolism,0.0,1000.0
r_0458,,fad[c] + occoa[c] <=> fadh2[c] + oc2coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0459,,6pgc[c] + nadp[c] --> co2[c] + nadph[c] + ru5p__D[c],Pentose Phosphate Pathway,0.0,1000.0
r_0460,,coa[c] + msa[c] + nad[c] --> accoa[c] + co2[c] + nadh[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0461,,accoa[c] + tdcoa[c] <=> 3ohdcoa[c] + coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0462,,h[c] + nadph[c] + trdox[c] <=> nadp[c] + trdrd[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0463,,amp[c] + h2o[c] --> adn[c] + h[c] + pi[c],Purine Metabolism,0.0,1000.0
r_0464,,g3p[c] + nad[c] + pi[c] <=> 13dpg[c] + nadh[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0465,,atp[c] + h[c] + leu__L[c] + trnaleu[c] --> amp[c] + leutrna[c] + ppi[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0466,,h[c] + nadph[c] + tddec2eACP[c] --> ddcaACP[c] + nadp[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0467,,3dhq[c] <=> 3dhsk[c] + h2o[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,-1000.0,1000.0
r_0468,,akg[c] + gln__L[c] + h[c] + nadph[c] --> 2.0 glu__L[c] + nadp[c],Nitrogen Metabolism,0.0,1000.0
r_0469,,h2o[c] + ppgpp[c] --> gdp[c] + ppi[c],Purine Metabolism,0.0,1000.0
r_0470,,damp[c] + h2o[c] <=> dad_2[c] + h[c] + pi[c],Purine Metabolism,-1000.0,1000.0
r_0471,,h2o[c] + nadp[c] + sucsal[c] --> 2.0 h[c] + nadph[c] + succ[c],Nitrogen Metabolism,0.0,1000.0
r_0472,,2.0 atp[c] + gln__L[c] + h2o[c] + hco3[c] --> 2.0 adp[c] + cbp[c] + glu__L[c] + h[c] + pi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0473,,4ampm[c] + atp[c] --> 2mahmp[c] + adp[c],Thiamine Metabolism,0.0,1000.0
r_0474,,h2o[c] + 4.0 ppbng[c] --> 4.0 h[c] + hmbil[c] + 4.0 nh3[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0475,,coa[c] + sdhlam[c] --> dhlam[c] + succoa[c],TCA Cycle,0.0,1000.0
r_0476,,acorn[c] + akg[c] <=> acg5sa[c] + glu__L[c],Arginine biosynthesis,-1000.0,1000.0
r_0477,,akg[c] + sl26da[c] <=> glu__L[c] + sl2a6o[c],Lysine Biosynthesis,-1000.0,1000.0
r_0478,,atp[c] + h[c] + pro__L[c] + trnapro[c] --> amp[c] + ppi[c] + protrna[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0
r_0479,,h2o[c] + suchms[c] <=> 2obut[c] + 2.0 h[c] + nh3[c] + succ[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0480,,cys__L[c] + suchms[c] --> cyst__L[c] + h[c] + succ[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0481,,achms[c] + cys__L[c] <=> ac[c] + cyst__L[c] + h[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0482,,arg__L[c] + h[c] --> agm[c] + co2[c],Arginine and Proline Metabolism,0.0,1000.0
r_0483,,4ppan[c] + ctp[c] + cys__L[c] <=> 4ppcys[c] + cmp[c] + ppi[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0484,,glu__L[c] + h[c] --> 4abut[c] + co2[c],Nitrogen Metabolism,0.0,1000.0
r_0485,,akg[c] + h[c] + lpam[c] <=> co2[c] + sdhlam[c],TCA Cycle,-1000.0,1000.0
r_0486,,glu__L[c] + mmtsa[c] <=> 3aib[c] + akg[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0487,,5prdmbz[c] + h2o[c] --> h[c] + pi[c] + rdmbzi[c],Porphyrin Metabolism,0.0,1000.0
r_0488,,h2o[c] + pydx5p[c] --> h[c] + pi[c] + pydx[c],Vitamin B6 Metabolism,0.0,1000.0
r_0489,,h[c] + ptcys[c] <=> co2[c] + ptth[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0490,,glutrna[c] + h[c] + nadph[c] --> glu1sa[c] + nadp[c] + trnaglu[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0491,,icit[c] + nad[c] <=> akg[c] + co2[c] + nadh[c],TCA Cycle,-1000.0,1000.0
r_0492,,2.0 gthrd[c] + h2o2[c] --> gthox[c] + 2.0 h2o[c],Glutathione Metabolism,0.0,1000.0
r_0493,,aps[c] + 2.0 gthrd[c] --> amp[c] + gthox[c] + so3[c],Sulfur Metabolism,0.0,1000.0
r_0494,,h2o[c] + pdx5p[c] --> h[c] + pi[c] + pydxn[c],Vitamin B6 Metabolism,0.0,1000.0
r_0495,,atp[c] + f6p[c] --> adp[c] + fdp[c],Glycolysis / Gluconeogenesis,0.0,1000.0
r_0496,,air[c] + co2[c] <=> 5aizc[c] + h[c],Purine Metabolism,-1000.0,1000.0
r_0497,,atp[c] + dnad[c] + gln__L[c] + h2o[c] --> amp[c] + glu__L[c] + nad[c] + ppi[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0498,,cytd[c] + h2o[c] --> csn[c] + rib__D[c],Pyrimidine Metabolism,0.0,1000.0
r_0499,,h2o[c] + ppi[c] --> 2.0 h[c] + 2.0 pi[c],Oxidative Phosphorylation,0.0,1000.0
r_0500,,dhor__S[c] + o2[c] <=> h2o2[c] + orot[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0501,,ACP[c] + h2o[c] --> apoACP[c] + pan4p[c],Pantothenate and CoA Biosynthesis,0.0,1000.0
r_0502,,56dthm[c] + nadp[c] <=> h[c] + nadph[c] + thym[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0503,,h2o[c] + pyam5p[c] --> h[c] + pi[c] + pydam[c],Vitamin B6 Metabolism,0.0,1000.0
r_0504,,atp[c] + dcmp[c] <=> adp[c] + dcdp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0505,,fixedNH3[e] <=> ,Exchange,-1000.0,1000.0
r_0506,,fixedNH3[c] --> fixedNH3[e],Transport; Symbiosis,0.0,1000.0
r_0507,,Iron[c] + adocbl[c] + atp[c] + gthox[c] + hemeO[c] + homocitrate[c] + mg2[c] + mobd[c] + nac[c] + pi[c] + pydxn[c] + thm[c] + zn2[c] --> Symbiotic_Cofactors[c],Symbiosis,0.0,1000.0
BIOMASS_0508,,0.00816736 Symbiotic_Cofactors[c] + 0.816736 ade[c] + 0.816736 ala__L[c] + 0.816736 arg__L[c] + 0.816736 asp__L[c] + 0.816736 fixedNH3[c] + 0.816736 glycogen[c] + 0.816736 hdca[c] + 0.816736 ile__L[c] + 0.816736 phb[c] + 0.816736 ura[c] + 0.816736 val__L[c] <=> Symbiotic_product[c] + 0.816736 ala__L[e] + 0.816736 asp__L[e] + 0.816736 fixedNH3[e] + 0.816736 glycogen1[c],Symbiosis,-1000.0,1000.0
r_0509,,zn2[c] <=> zn2[e],Transport; Symbiosis,-1000.0,1000.0
r_0510,,zn2[e] <=> ,Exchange,-1000.0,1000.0
r_0511,,h2[c] --> h2[e],Transport; Symbiosis,0.0,1000.0
r_0512,,h2[e] <=> ,Exchange,-1000.0,1000.0
r_0513,,3hbcoaR[c] --> coa[c] + phb[c],PHB synthesis,0.0,1000.0
r_0514,,h2o[c] + 2.0 phb[c] --> 3hbbRR[c] + h[c],PHB synthesis,0.0,1000.0
r_0515,,aacoa[c] + h[c] + nadph[c] <=> 3hbcoaR[c] + nadp[c],PHB synthesis; Butanoate metabolism; Glyoxylate and dicarboxylate metabolism,-1000.0,1000.0
r_0516,,3hbbRR[c] + h2o[c] <=> 2.0 bhb[c] + h[c],PHB synthesis; Butanoate metabolism,-1000.0,1000.0
r_0517,,acac[c] + atp[c] + coa[c] + h[c] --> aacoa[c] + amp[c] + ppi[c],"PHB synthesis; Valine, leucine and isoleucine degradation; Butanoate metabolism",0.0,1000.0
r_0518,,bhb[c] + nad[c] <=> acac[c] + h[c] + nadh[c],PHB synthesis,-1000.0,1000.0
r_0519,,acac[c] + succoa[c] <=> aacoa[c] + succ[c],"PHB synthesis; Valine, leucine and isoleucine degradation; Butanoate metabolism",-1000.0,1000.0
r_0520,,glycogen1[c] <=> ,Transport,-1000.0,1000.0
r_0521,,mal__L[c] + nadp[c] --> co2[c] + nadph[c] + pyr[c],Pyruvate metabolism,0.0,1000.0
r_0522,,glycogen[c] + h[c] + pi[c] <=> g1p[c] + glycogen1[c],Glycogen synthesis,-1000.0,1000.0
r_0523,,dkdi[c] + h2o[c] --> 5ddglcn[c] + h[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0524,,5ddglcn[c] --> d5kg[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0525,,glu__L[c] + h2o[c] + nad[c] <=> akg[c] + 2.0 h[c] + nadh[c] + nh3[c],"Arginine biosynthesis; Alanine, aspartate and glutamate metabolism",-1000.0,1000.0
r_0526,,glu__L[c] + h2o[c] + nadp[c] <=> akg[c] + 2.0 h[c] + nadph[c] + nh3[c],"Arginine biosynthesis; Alanine, aspartate and glutamate metabolism",-1000.0,1000.0
r_0527,,4per[c] + nad[c] <=> h[c] + nadh[c] + ohpb[c],Vitamin B6 Metabolism,-1000.0,1000.0
r_0528,,asp__L[c] + o2[c] --> h2o2[c] + h[c] + iasp[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0529,,dhap[c] + iasp[c] --> 2.0 h2o[c] + h[c] + pi[c] + quln[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0530,,Symbiotic_product[c] --> ,Transport,0.0,1000.0
r_0531,,atp[c] + h2o[c] + zn2[e] --> adp[c] + h[c] + pi[c] + zn2[c],Transport,0.0,1000.0
r_0532,,h[e] + pi[e] <=> h[c] + pi[c],Transport,-1000.0,1000.0
r_0533,,dad_5[c] + h2o[c] --> 5drib[c] + ade[c],[],0.0,1000.0
r_0534,,5drib[c] --> ,Transport,0.0,1000.0
r_0535,,co[c] + 2.0 fdxox[c] + h2o[c] --> co2[c] + 2.0 fdxrd[c] + 2.0 h[c],[],0.0,1000.0
r_0536,,atp[c] + h[c] + oaa[c] --> adp[c] + co2[c] + pep[c],Glycolysis / Gluconeogenesis;TCA Cycle,0.0,1000.0
r_0537,,atp[c] + g1p[c] --> adp[c] + g6p[c],Glycolysis / Gluconeogenesis,0.0,1000.0
r_0538,,acald[c] + h2o[c] + nadp[c] <=> ac[c] + 2.0 h[c] + nadph[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0539,,acald[c] + h[c] + nadh[c] <=> etoh[c] + nad[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0540,,2dr5p[c] <=> acald[c] + g3p[c],Pentose Phosphate Pathway,-1000.0,1000.0
r_0541,,g1p[c] + nadp[c] <=> 15gl[c] + h[c] + nadph[c],Pentose Phosphate Pathway,-1000.0,1000.0
r_0542,,g1p[c] + nad[c] <=> 15gl[c] + h[c] + nadh[c],Pentose Phosphate Pathway,-1000.0,1000.0
r_0543,,atp[c] + glcn[c] --> 6pgc[c] + adp[c],Pentose Phosphate Pathway,0.0,1000.0
r_0544,,h2o[c] + pail35p_cho[c] --> pail3p_cho[c] + pi[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0545,,h2o[c] + pail4p_cho[c] --> pail_cho[c] + pi[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0546,,2ins[c] + nad[c] --> 3desins[c] + h[c] + nadh[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0547,,nadp[c] + syinost[c] --> 2ins[c] + h[c] + nadph[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0548,,air[c] + amet[c] --> 4ampm[c] + co[c] + dad_5[c] + for[c] + h2o[c] + met__L[c],Thiamine Metabolism,0.0,1000.0
r_0549,,2mahmp[c] + cthzp[c] --> co2[c] + ppi[c] + thmmp[c],Thiamine Metabolism,0.0,1000.0
r_0550,,gly[c] + o2[c] --> h2o2[c] + imgly[c],Thiamine Metabolism,0.0,1000.0
r_0551,,dxyl5p[c] + imgly[c] + thiosul[c] --> 2c4mthzep[c] + 2.0 h2o[c] + scp[c],Thiamine Metabolism,0.0,1000.0
r_0552,,h2o[c] + thmpp[c] <=> pi[c] + thmmp[c],Thiamine Metabolism,-1000.0,1000.0
r_0553,,atp[c] + thm[c] --> amp[c] + thmpp[c],Thiamine Metabolism,0.0,1000.0
r_0554,,adp[c] + thmpp[c] --> amp[c] + thmtp[c],Thiamine Metabolism,0.0,1000.0
r_0555,,fad[c] + h2o[c] <=> amp[c] + fmn[c],Riboflavin Metabolism,-1000.0,1000.0
r_0556,,dmpp[c] + h2o[c] <=> dmp[c] + pi[c],Riboflavin Metabolism,-1000.0,1000.0
r_0557,,atp[c] + pl[c] <=> adp[c] + dmp[c],Riboflavin Metabolism,-1000.0,1000.0
r_0558,,dmp[c] + fmnh2[c] <=> pi[c] + prf2[c],Riboflavin Metabolism,-1000.0,1000.0
r_0559,,fmnh2[c] + o2[c] <=> dmbzid[c] + e4p[c] + h2o[c],Riboflavin Metabolism,-1000.0,1000.0
r_0560,,o2[c] + pydxn[c] <=> h2o2[c] + pydx[c],Vitamin B6 Metabolism,-1000.0,1000.0
r_0561,,3a2oprop[c] + dxyl5p[c] --> 2.0 h2o[c] + pdx5p[c] + pi[c],Vitamin B6 Metabolism,0.0,1000.0
r_0562,,dnad[c] + h2o[c] --> amp[c] + nicrnt[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0563,,h2o[c] + nad[c] --> amp[c] + nmn[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0564,,atp[c] + dnad[c] + h[c] + nh3[c] --> amp[c] + nad[c] + ppi[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0565,,h2o[c] + nadp[c] --> h[c] + nad[c] + pi[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0566,,atp[c] + nad[c] --> adp[c] + nadp[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0567,,pi[c] + rnam[c] <=> ncam[c] + r1p[c],Nicotinate and Nicotinamide,-1000.0,1000.0
r_0568,,focytC[c] + h[c] + no2[c] --> ficytC[c] + h2o[c] + no[c],Nitrogen Metabolism,0.0,1000.0
r_0570,,h[c] + 2.0 pyr[c] --> alac__S[c] + co2[c],Pantothenate and CoA Biosynthesis,0.0,1000.0
r_0571,,alac__S[c] + h[c] + nadph[c] --> 23dhmb[c] + nadp[c],Pantothenate and CoA Biosynthesis,0.0,1000.0
r_0572,,dpcoa[c] + h2o[c] <=> amp[c] + pan4p[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0573,,56dura[c] + h2o[c] --> cala[c],Pantothenate and CoA Biosynthesis,0.0,1000.0
r_0574,,asp__L[c] + h2o[c] <=> ala_B[c] + co2[c] + h[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0575,,dhf[c] + nad[c] <=> fol[c] + h[c] + nadh[c],One carbon pool by folate,-1000.0,1000.0
r_0576,,2.0 nadp[c] + thf[c] <=> fol[c] + 2.0 h[c] + 2.0 nadph[c],One carbon pool by folate,-1000.0,1000.0
r_0577,,s8ams[c] + thf[c] <=> dhlpyprot[c] + mlthf[c] + nh3[c],One carbon pool by folate,-1000.0,1000.0
r_0578,,atp[c] + for[c] + thf[c] <=> 10fthf[c] + adp[c] + pi[c],One carbon pool by folate,-1000.0,1000.0
r_0579,,gar[c] + h2o[c] + methf[c] <=> fgam[c] + 2.0 h[c] + thf[c],One carbon pool by folate,-1000.0,1000.0
r_0580,,h2o[c] + methf[c] <=> fa[c],One carbon pool by folate,-1000.0,1000.0
r_0581,,atp[c] + fa[c] --> adp[c] + e[c] + methf[c] + pi[c],One carbon pool by folate,0.0,1000.0
r_0582,,h[c] + nadh[c] + q[c] --> nad[c] + qh2[c],Oxidative Phosphorylation,0.0,1000.0
r_0583,,h[c] + nadh[c] + qun[c] --> hqn[c] + nad[c],Oxidative Phosphorylation,0.0,1000.0
r_0584,,nad[c] + qh2[c] --> h[c] + nadh[c] + q[c],Oxidative Phosphorylation,0.0,1000.0
r_0586,,2.0 ficytC[c] + hqn[c] --> 2.0 focytC[c] + 2.0 h[c] + qun[c],Oxidative Phosphorylation,0.0,1000.0
r_0587,,4.0 focytC[c] + 4.0 h[c] + o2[c] --> 4.0 ficytC[c] + 2.0 h2o[c],Oxidative Phosphorylation,0.0,1000.0
r_0588,,atp[c] + h2o[c] + 4.0 h[c] --> adp[c] + 5.0 h[e] + pi[c],Oxidative Phosphorylation,0.0,1000.0
r_0589,,nad[c] + r3mmal[c] --> 2obut[c] + co2[c] + nadh[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0590,,2obut[c] + h[c] + pyr[c] --> 2ahbut[c] + co2[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0591,,2ahbut[c] <=> 3hmop[c],"Valine, Leucine and Isoleucine Biosynthesis",-1000.0,1000.0
r_0592,,23dhmp[c] + nadp[c] <=> 3hmop[c] + h[c] + nadph[c],"Valine, Leucine and Isoleucine Biosynthesis",-1000.0,1000.0
r_0593,,accoa[c] + h2o[c] + pyr[c] --> 2mm__R[c] + coa[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0594,,alac__S[c] <=> 3hmoa[c],"Valine, Leucine and Isoleucine Biosynthesis",-1000.0,1000.0
r_0595,,23dhmb[c] + nadp[c] <=> 3hmoa[c] + h[c] + nadph[c],"Valine, Leucine and Isoleucine Biosynthesis",-1000.0,1000.0
r_0596,,aspsa[c] + pyr[c] <=> 4hthdp[c] + h2o[c] + h[c],Lysine Biosynthesis,-1000.0,1000.0
r_0597,,akg[c] + n6all26d[c] <=> glu__L[c] + nal2a6o[c],Lysine Biosynthesis,-1000.0,1000.0
r_0598,,26dap_LL[c] + akg[c] <=> glu__L[c] + h2o[c] + h[c] + thdp[c],Lysine Biosynthesis,-1000.0,1000.0
r_0599,,histd[c] + nad[c] --> h[c] + histda[c] + nadh[c],Histidine Metabolism,0.0,1000.0
r_0600,,amet[c] + his__L[c] --> Npmehis[c] + ahcys[c],Histidine Metabolism,0.0,1000.0
r_0601,,h2o[c] + histda[c] + nad[c] --> 2.0 h[c] + his__L[c] + nadh[c],Histidine Metabolism,0.0,1000.0
r_0602,,3.0 amet[c] + h[c] + his__L[c] --> 3.0 ahcys[c] + hercyn[c],Histidine Metabolism,0.0,1000.0
r_0603,,4izp[c] + h2o[c] + o2[c] --> h2o2[c] + h5p[c],Histidine Metabolism,0.0,1000.0
r_0604,,h2o[c] + nflgln[c] --> Nforglu[c] + nh3[c],Histidine Metabolism,0.0,1000.0
r_0605,,Nforglu[c] + h2o[c] <=> for[c] + glu__L[c] + h[c],Histidine Metabolism,-1000.0,1000.0
r_0606,,5oxpro[c] + atp[c] + 2.0 h2o[c] --> adp[c] + glu__L[c] + pi[c],Glutathione Metabolism,0.0,1000.0
r_0607,,icit[c] + nadp[c] --> akg[c] + co2[c] + nadph[c],Glutathione Metabolism,0.0,1000.0
r_0608,,3hbcoa[c] + nadp[c] <=> aacoa[c] + h[c] + nadph[c],Butanoate metabolism,-1000.0,1000.0
r_0609,,2ppoh[c] + nad[c] <=> acetone[c] + h[c] + nadh[c],Butanoate metabolism,-1000.0,1000.0
r_0610,,2mecdp[c] + 2.0 fdxrd[c] + 2.0 h[c] --> 2.0 fdxox[c] + h2mb4p[c] + h2o[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0611,,ipdp[c] <=> dmpp[c],Terpenoid Backbone Biosynthesis,-1000.0,1000.0
r_0612,,h2o[c] + paps[c] <=> aps[c] + pi[c],Sulfur Metabolism,-1000.0,1000.0
r_0613,,h[c] + paps[c] + trdrd[c] --> pap[c] + so3[c] + trdox[c],Sulfur Metabolism,0.0,1000.0
r_0614,,6.0 fdxox[c] + 3.0 h2o[c] + h2s[c] <=> 6.0 fdxrd[c] + 7.0 h[c] + so3[c],Sulfur Metabolism,-1000.0,1000.0
r_0615,,atp[c] + ser__L[c] + trnasecys[c] <=> amp[c] + ppi[c] + sertrna_sec[c],Aminoacyl-tRNA biosynthesis,-1000.0,1000.0
r_0616,,atp[c] + h[c] + lys__L[c] + trnalys[c] <=> amp[c] + lystrna[c] + ppi[c],Aminoacyl-tRNA biosynthesis,-1000.0,1000.0
r_0617,,accoa[c] + h[c] + malACP[c] --> actACP[c] + co2[c] + coa[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0618,,acacp[c] + malACP[c] --> 3oocyACP[c] + ACP[c] + co2[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0619,,3haACP[c] + nadp[c] <=> 3oocyACP[c] + h[c] + nadph[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0620,,3haACP[c] <=> h2o[c] + t23dACP[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0621,,acacp[c] + nad[c] <=> h[c] + nadh[c] + t23dACP[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0622,,dhor__S[c] + qun[c] <=> hqn[c] + orot[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0623,,h2o[c] + utp[c] --> ppi[c] + ump[c],Pyrimidine Metabolism,0.0,1000.0
r_0624,,atp[c] + nh3[c] + utp[c] --> adp[c] + ctp[c] + h[c] + pi[c],Pyrimidine Metabolism,0.0,1000.0
r_0625,,ctp[c] + h2o[c] --> cmp[c] + ppi[c],Pyrimidine Metabolism,0.0,1000.0
r_0626,,atp[c] + dump[c] --> adp[c] + dudp[c],Pyrimidine Metabolism,0.0,1000.0
r_0627,,trdrd[c] + udp[c] --> dudp[c] + h2o[c] + trdox[c],Pyrimidine Metabolism,0.0,1000.0
r_0628,,3cmp[c] + h2o[c] --> cytd[c] + pi[c],Pyrimidine Metabolism,0.0,1000.0
r_0629,,dump[c] + h2o[c] --> duri[c] + h[c] + pi[c],Pyrimidine Metabolism,0.0,1000.0
r_0630,,3ump[c] + h2o[c] --> pi[c] + uri[c],Pyrimidine Metabolism,0.0,1000.0
r_0631,,pi[c] + thymd[c] <=> 2dr1p[c] + thym[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0632,,56dthm[c] + nad[c] <=> h[c] + nadh[c] + thym[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0633,,dttp[c] + h2o[c] --> dtmp[c] + ppi[c],Pyrimidine Metabolism,0.0,1000.0
r_0634,,asp__L[c] + h2o[c] + o2[c] --> h2o2[c] + h[c] + nh3[c] + oaa[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0635,,acptr[c] + chol[c] <=> betald[c] + racptr[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0636,,betald[c] + h2o[c] + nad[c] <=> glyb[c] + 2.0 h[c] + nadh[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0637,,betald[c] + h2o[c] + nadp[c] <=> glyb[c] + 2.0 h[c] + nadph[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0638,,glyb[c] + hcys__L[c] --> dmgly[c] + met__L[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0639,,gly[c] + lprot[c] --> co2[c] + s8ams[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0640,,gly[c] + h[c] + succoa[c] --> 5aop[c] + co2[c] + coa[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0641,,aac24dab[c] + h2o[c] --> 24dab[c] + ac[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0642,,ecto__L[c] + h2o[c] --> aac24dab[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0643,,h2s[c] + pser__L[c] --> cys__L[c] + h[c] + pi[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0644,,Lcyst[c] + akg[c] <=> 3spyr[c] + glu__L[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0645,,akg[c] + cys__L[c] <=> glu[c] + mercppyr[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0646,,cys__L[c] + h2o[c] <=> h2s[c] + h[c] + nh3[c] + pyr[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0647,,mercppyr[c] + trdrd[c] <=> h2s[c] + pyr[c] + trdox[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0648,,C02356[c] + akg[c] <=> 2obut[c] + glu__L[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0649,,C02356[c] + atp[c] + glu__L[c] <=> CE1661[c] + adp[c] + pi[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0650,,CE1661[c] + atp[c] + gly[c] <=> adp[c] + opmt[c] + pi[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0651,,hom__L[c] + nad[c] <=> aspsa[c] + h[c] + nadh[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0653,,acacp[c] + amet[c] <=> 5mta[c] + ACP[c] + nalhsrln[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0654,,5mta[c] + h2o[c] <=> 5mtr[c] + ade[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0655,,achms[c] + ch4s[c] <=> ac[c] + met__L[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0656,,4met2obut[c] + glu__L[c] --> akg[c] + met__L[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0657,,indpyr[c] + met__L[c] --> 4met2obut[c] + trp__L[c],Cysteine and Methionine Metabolism,0.0,1000.0
