current_id,name,reaction_string,subsystem,lower_bound,upper_bound
r_0001,,atp[c] + g1p[c] --> adpglc[c] + ppi[c],Glycolysis / Gluconeogenesis,0.0,1000.0
r_0002,,gln__L[c] + h2o[c] --> glu__L[c] + h[c] + nh3[c],Nitrogen Metabolism,0.0,1000.0
r_0003,,aacoa[c] + h[c] + nadh[c] <=> 3hbcoa[c] + nad[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0004,,4.0 fe2[c] + 4.0 s[c] --> Iron[c],Sulfur Metabolism; Symbiosis,0.0,1000.0
r_0005,,3odecACP[c] + h[c] + nadph[c] <=> 3hdecACP[c] + nadp[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0006,,atp[c] + coa[c] + h[c] + hdca[c] <=> amp[c] + pmtcoa[c] + ppi[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0007,,duri[c] + h[c] + pi[c] <=> 2dr1p[c] + ura[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0008,,g6p[c] + nadp[c] --> 6pgl[c] + h[c] + nadph[c],Pentose Phosphate Pathway,0.0,1000.0
r_0009,,3c4mop[c] + h[c] --> 4mop[c] + co2[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0010,,ahcys[c] + h2o[c] <=> adn[c] + hcys__L[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0011,,ac[c] + atp[c] + coa[c] + h[c] --> accoa[c] + amp[c] + ppi[c],Glycolysis / Gluconeogenesis,0.0,1000.0
r_0012,,dmbzid[c] + nicrnt[c] --> 5prdmbz[c] + h[c] + nac[c],Porphyrin Metabolism,0.0,1000.0
r_0013,,orot5p[c] + ppi[c] <=> orot[c] + prpp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0014,,3htdcoa[c] + nad[c] <=> 3otdcoa[c] + h[c] + nadh[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0015,,hcys__L[c] + ser__L[c] --> cyst__L[c] + h2o[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0016,,o2[c] + phe__L[c] + thbpt[c] --> dhbpt[c] + h2o[c] + tyr__L[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0017,,r5p[c] + xu5p__D[c] <=> g3p[c] + s7p[c],Pentose Phosphate Pathway,-1000.0,1000.0
r_0018,,csn[c] + h2o[c] --> nh3[c] + ura[c],Pyrimidine Metabolism,0.0,1000.0
r_0019,,3c2hmp[c] + nad[c] <=> 3c4mop[c] + h[c] + nadh[c],"Valine, Leucine and Isoleucine Biosynthesis",-1000.0,1000.0
r_0020,,dgtp[c] + h2o[c] <=> dgsn[c] + h[c] + pppi[c],Purine Metabolism,-1000.0,1000.0
r_0021,,atp[c] + d5kg[c] --> adp[c] + d5kgp[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0022,,atp[c] + gdp[c] <=> adp[c] + gtp[c],Purine Metabolism,-1000.0,1000.0
r_0023,,atp[c] + dcdp[c] <=> adp[c] + dctp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0024,,2.0 h[c] + o2[c] + 2.0 qh2[c] --> 2.0 h2o[c] + 2.0 h[e] + 2.0 q[c],Oxidative Phosphorylation,0.0,1000.0
r_0025,,4pasp[c] + nadph[c] --> aspsa[c] + nadp[c] + pi[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0026,,10fthf[c] + h2o[c] --> for[c] + h[c] + thf[c],One carbon pool by folate,0.0,1000.0
r_0027,,gtp[c] + h2o[c] --> ahdt[c] + for[c] + h[c],Folate Biosynthesis,0.0,1000.0
r_0028,,ru5p__D[c] <=> xu5p__D[c],Pentose Phosphate Pathway,-1000.0,1000.0
r_0029,,cdp[c] + trdrd[c] --> dcdp[c] + h2o[c] + trdox[c],Pyrimidine Metabolism,0.0,1000.0
r_0030,,3hdcoa[c] <=> dc2coa[c] + h2o[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0031,,asp__L[c] --> fum[c] + h[c] + nh3[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0032,,glu5sa[c] <=> 1pyr5c[c] + h2o[c] + h[c],Arginine and Proline Metabolism,-1000.0,1000.0
r_0033,,dxyl5p[c] + h[c] + nadph[c] --> 2me4p[c] + nadp[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0034,,2.0 h[e] + mal__L[e] --> 2.0 h[c] + mal__L[c],Transport,0.0,1000.0
r_0035,,atp[c] + cbi[c] <=> adocbi[c] + pppi[c],Porphyrin Metabolism,-1000.0,1000.0
r_0036,,3ig3p[c] <=> g3p[c] + indole[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,-1000.0,1000.0
r_0037,,3mop[c] + glu__L[c] --> akg[c] + ile__L[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0038,,2dda7p[c] --> 3dhq[c] + h[c] + pi[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0039,,cyst__L[c] + h2o[c] --> h[c] + hcys__L[c] + nh3[c] + pyr[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0040,,indole[c] + ser__L[c] --> h2o[c] + trp__L[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0041,,adhlam[c] + coa[c] <=> accoa[c] + dhlam[c],Glycolysis / Gluconeogenesis;TCA Cycle,-1000.0,1000.0
r_0042,,2.0 fdxrd[c] + h[c] + nadp[c] <=> 2.0 fdxox[c] + nadph[c],Nicotinate and Nicotinamide,-1000.0,1000.0
r_0043,,co2[c] + h2o[c] <=> h[c] + hco3[c],Nitrogen Metabolism,-1000.0,1000.0
r_0044,,atp[c] + h2o[c] + met__L[c] --> amet[c] + pi[c] + ppi[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0045,,6hmhpt[c] + atp[c] <=> 6hmhptpp[c] + amp[c],Folate Biosynthesis,-1000.0,1000.0
r_0046,,thr__L[c] --> 2obut[c] + h[c] + nh3[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0047,,6r5au[c] + db4p[c] <=> dmlz[c] + 2.0 h2o[c] + h[c] + pi[c],Riboflavin Metabolism,-1000.0,1000.0
r_0048,,h2o[c] + rnam[c] --> h[c] + ncam[c] + rib__D[c],Sulfur Metabolism; Purine Metabolism,0.0,1000.0
r_0049,,3hhexACP[c] --> h2o[c] + thex2eACP[c],Sulfur Metabolism; Purine Metabolism,0.0,1000.0
r_0050,,n2[e] <=> n2[c],"Alanine, Aspartate and Glutamate metabolism; Pyrimidine Metabolism",-1000.0,1000.0
r_0051,,dhor__S[c] + h2o[c] <=> cbasp[c] + h[c],Sulfur Metabolism; Purine Metabolism,-1000.0,1000.0
r_0052,,3hbcoa[c] <=> b2coa[c] + h2o[c],"Alanine, Aspartate and Glutamate metabolism; Pyrimidine Metabolism",-1000.0,1000.0
r_0053,,56dthm[c] + h2o[c] --> 3uib[c] + h[c],Pyrimidine Metabolism,0.0,1000.0
r_0054,,o2[c] + pdx5p[c] <=> h2o2[c] + pydx5p[c],Vitamin B6 Metabolism,-1000.0,1000.0
r_0055,,adocbi[c] + atp[c] --> adocbip[c] + adp[c] + h[c],"Valine, Leucine and Isoleucine Degradation",0.0,1000.0
r_0056,,adp[c] + pep[c] --> atp[c] + pyr[c],"Valine, Leucine and Isoleucine Degradation",0.0,1000.0
r_0057,,hom__L[c] + succoa[c] --> coa[c] + suchms[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0058,,2mecdp[c] + h[c] + nadh[c] --> h2mb4p[c] + h2o[c] + nad[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0059,,4izp[c] + h2o[c] --> nflgln[c],Histidine Metabolism,0.0,1000.0
r_0060,,atp[c] + skm[c] --> adp[c] + skm5p[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0061,,acorn[c] + glu__L[c] <=> acglu[c] + orn[c],Arginine biosynthesis,-1000.0,1000.0
r_0062,,thr__L[c] <=> acald[c] + gly[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0063,,3hocoa[c] + nad[c] <=> 3oocoa[c] + h[c] + nadh[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0064,,3psme[c] --> chor[c] + h[c] + pi[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0065,,atp[c] + glu__L[c] + h[c] --> adp[c] + glu5p[c],Arginine and Proline Metabolism,0.0,1000.0
r_0066,,amp[c] + atp[c] <=> 2.0 adp[c],Purine Metabolism,-1000.0,1000.0
r_0067,,fmn[c] + h2o[c] --> h[c] + pi[c] + ribflv[c],Riboflavin Metabolism,0.0,1000.0
r_0068,,atp[c] + pydam[c] --> adp[c] + pyam5p[c],Vitamin B6 Metabolism,0.0,1000.0
r_0069,,prpp[c] + ura[c] <=> ppi[c] + ump[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0070,,g6p[c] <=> f6p[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0071,,atp[c] + cys__L[c] + glu__L[c] --> adp[c] + glucys[c] + h[c] + pi[c],Glutathione Metabolism,0.0,1000.0
r_0072,,gsn[c] + h[c] + pi[c] <=> gua[c] + r1p[c],Purine Metabolism,-1000.0,1000.0
r_0073,,glu__L[c] + imacp[c] <=> akg[c] + hisp[c],Histidine Metabolism,-1000.0,1000.0
r_0074,,2dhp[c] + h[c] + nadph[c] <=> nadp[c] + pant__R[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0075,,atp[c] + gly[c] + pram[c] --> adp[c] + gar[c] + h[c] + pi[c],Purine Metabolism,0.0,1000.0
r_0076,,h[c] + malACP[c] + myrsACP[c] --> 3opalmACP[c] + ACP[c] + co2[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0077,,h2o[c] + imp[c] + nad[c] --> h[c] + nadh[c] + xmp[c],Purine Metabolism,0.0,1000.0
r_0078,,2.0 fdxrd[c] + h2mb4p[c] + 2.0 h[c] <=> 2.0 fdxox[c] + h2o[c] + ipdp[c],Terpenoid Backbone Biosynthesis,-1000.0,1000.0
r_0079,,atp[c] + dudp[c] <=> adp[c] + dutp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0080,,atp[c] + cdp[c] <=> adp[c] + ctp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0081,,akg[c] + tyr__L[c] <=> 34hpp[c] + glu__L[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,-1000.0,1000.0
r_0082,,fe2[c] + ppp9[c] <=> 2.0 h[c] + pheme[c],Porphyrin and Chlorophyll Metabolism,-1000.0,1000.0
r_0083,,23dhmb[c] + nadp[c] <=> alac__S[c] + h[c] + nadph[c],"Valine, Leucine and Isoleucine Biosynthesis",-1000.0,1000.0
r_0084,,3hhdcoa[c] <=> h2o[c] + hdd2coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0085,,ru5p__D[c] <=> db4p[c] + for[c] + h[c],Riboflavin Metabolism,-1000.0,1000.0
r_0086,,accoa[c] + glu__L[c] --> acglu[c] + coa[c] + h[c],Arginine biosynthesis,0.0,1000.0
r_0087,,3mob[c] + accoa[c] + h2o[c] --> 3c3hmp[c] + coa[c] + h[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0088,,e4p[c] + h2o[c] + nad[c] <=> 4per[c] + 2.0 h[c] + nadh[c],Vitamin B6 Metabolism,-1000.0,1000.0
r_0089,,h[c] + pphn[c] <=> co2[c] + h2o[c] + phpyr[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,-1000.0,1000.0
r_0090,,h[c] + orn[c] --> co2[c] + ptrc[c],Arginine and Proline Metabolism,0.0,1000.0
r_0091,,acACP[c] + h[c] + malACP[c] --> ACP[c] + actACP[c] + co2[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0092,,glu__L[e] + h[e] <=> glu__L[c] + h[c],Transport,-1000.0,1000.0
r_0093,,inost[c] <=> inost[e],Transport,-1000.0,1000.0
r_0094,,atp[c] + coa[c] + succ[c] <=> adp[c] + pi[c] + succoa[c],Sulfur Metabolism; Purine Metabolism,-1000.0,1000.0
r_0095,,fad[c] + succ[c] <=> fadh2[c] + fum[c],TCA Cycle,-1000.0,1000.0
r_0096,,2.6 atp[c] + ctp[c] + gtp[c] + 1.6 h2o[c] + utp[c] --> 1.6 adp[c] + 1.6 h[c] + 1.6 pi[c] + 4.0 ppi[c] + 4.0 rna[c],Pyrimidine Metabolism,0.0,1000.0
r_0097,,dhap[c] <=> g3p[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0098,,atp[c] + gmp[c] <=> adp[c] + gdp[c],Purine Metabolism,-1000.0,1000.0
r_0099,,amet[c] + hcys__L[c] --> ahcys[c] + h[c] + met__L[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0100,,atp[c] + dgdp[c] <=> adp[c] + dgtp[c],Purine Metabolism,-1000.0,1000.0
r_0101,,25aics[c] <=> aicar[c] + fum[c],Purine Metabolism,-1000.0,1000.0
r_0102,,e4p[c] + h2o[c] + pep[c] --> 2dda7p[c] + h[c] + pi[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0103,,h2o[c] + histd[c] + 2.0 nad[c] --> 3.0 h[c] + his__L[c] + 2.0 nadh[c],Histidine Metabolism,0.0,1000.0
r_0104,,dutp[c] + h2o[c] --> dump[c] + ppi[c],Pyrimidine Metabolism,0.0,1000.0
r_0105,,acglu[c] + atp[c] + h[c] --> acg5p[c] + adp[c],Arginine biosynthesis,0.0,1000.0
r_0106,,atp[c] + nicrnt[c] <=> dnad[c] + ppi[c],Nicotinate and Nicotinamide,-1000.0,1000.0
r_0107,,2ahethmpp[c] + pyr[c] --> alac__S[c] + thmpp[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0108,,h[c] + ins[c] + pi[c] <=> hxan[c] + r1p[c],Purine Metabolism,-1000.0,1000.0
r_0109,,his__L[c] --> h[c] + nh3[c] + urcan[c],Histidine Metabolism,0.0,1000.0
r_0110,,atp[c] + pydxn[c] --> adp[c] + pdx5p[c],Vitamin B6 Metabolism,0.0,1000.0
r_0111,,prpp[c] + xan[c] <=> ppi[c] + xmp[c],Purine Metabolism,-1000.0,1000.0
r_0112,,2.0 h[e] + succ[e] --> 2.0 h[c] + succ[c],Transport,0.0,1000.0
r_0113,,ala__L[c] + h2o[c] + nad[c] <=> 2.0 h[c] + nadh[c] + nh3[c] + pyr[c],Sulfur Metabolism; Purine Metabolism,-1000.0,1000.0
r_0114,,dad_2[c] + h[c] + pi[c] <=> 2dr1p[c] + ade[c],Purine Metabolism,-1000.0,1000.0
r_0115,,akg[c] + orn[c] <=> glu5sa[c] + glu__L[c],Arginine and Proline Metabolism,-1000.0,1000.0
r_0116,,ahdt[c] + 3.0 h2o[c] --> dhnpt[c] + 3.0 h[c] + 3.0 pi[c],Folate Biosynthesis,0.0,1000.0
r_0117,,26dap__M[c] + h[c] <=> co2[c] + lys__L[c],Lysine Biosynthesis,-1000.0,1000.0
r_0118,,atp[c] + duri[c] --> adp[c] + dump[c],Pyrimidine Metabolism,0.0,1000.0
r_0119,,nh3[e] <=> nh3[c],Transport,-1000.0,1000.0
r_0120,,h2o[c] + urcan[c] --> 4izp[c],Histidine Metabolism,0.0,1000.0
r_0121,,5aprbu[c] + h2o[c] <=> 6r5au[c] + pi[c],Riboflavin Metabolism,-1000.0,1000.0
r_0122,,3dhsk[c] + h[c] + nadph[c] <=> nadp[c] + skm[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,-1000.0,1000.0
r_0123,,asp__L[c] + atp[c] + gln__L[c] + h2o[c] --> amp[c] + asn__L[c] + glu__L[c] + ppi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0124,,h[c] + nadh[c] + tmrs2eACP[c] --> myrsACP[c] + nad[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0125,,g3p[c] + s7p[c] <=> e4p[c] + f6p[c],Pentose Phosphate Pathway,-1000.0,1000.0
r_0126,,2ahethmpp[c] + 2obut[c] --> 2ahbut[c] + thmpp[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0127,,dhnpt[c] --> 6hmhpt[c] + gcald[c],Folate Biosynthesis,0.0,1000.0
r_0128,,accoa[c] + h2o[c] + oaa[c] --> cit[c] + coa[c] + h[c],TCA Cycle,0.0,1000.0
r_0129,,grdp[c] + ipdp[c] --> frdp[c] + ppi[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0130,,accoa[c] + btcoa[c] <=> 3ohcoa[c] + coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0131,,5aizc[c] + asp__L[c] + atp[c] <=> 25aics[c] + adp[c] + 2.0 h[c] + pi[c],Purine Metabolism,-1000.0,1000.0
r_0132,,atp[c] + glu__L[c] + nh3[c] --> adp[c] + gln__L[c] + pi[c],Nitrogen Metabolism,0.0,1000.0
r_0133,,ACP[c] + malcoa[c] <=> coa[c] + malACP[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0134,,d5kgp[c] --> dhap[c] + msa[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0135,,gln__L[c] + prlp[c] --> aicar[c] + eig3p[c] + glu__L[c] + h[c],Histidine Metabolism,0.0,1000.0
r_0136,,3hddcoa[c] + nad[c] <=> 3oddcoa[c] + h[c] + nadh[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0137,,23dhmp[c] --> 3mop[c] + h2o[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0138,,cys__L[c] --> ala__L[c] + s[c],Sulfur Metabolism; Symbiosis,0.0,1000.0
r_0139,,3oddecACP[c] + h[c] + nadph[c] <=> 3hddecACP[c] + nadp[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0140,,2.0 accoa[c] <=> aacoa[c] + coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0141,,2.0 5aop[c] --> 2.0 h2o[c] + h[c] + ppbng[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0142,,3pg[c] + atp[c] + h[c] <=> 13dpg[c] + adp[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0143,,anth[c] + prpp[c] --> ppi[c] + pran[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0144,,ac[c] + atp[c] + h[c] <=> actp[c] + adp[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0145,,5mcsn[c] + h2o[c] --> nh3[c] + thym[c],Pyrimidine Metabolism,0.0,1000.0
r_0146,,2ins[c] <=> dkdi[c] + h2o[c],Inositol Phosphate Metabolism,-1000.0,1000.0
r_0147,,3uib[c] + h2o[c] + h[c] --> 3aib__D[c] + co2[c] + nh3[c],Pyrimidine Metabolism,0.0,1000.0
r_0148,,h[c] + hexACP[c] + malACP[c] --> 3ooctACP[c] + ACP[c] + co2[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0149,,4abut[c] + akg[c] --> glu__L[c] + sucsal[c],Nitrogen Metabolism,0.0,1000.0
r_0150,,butACP[c] + h[c] + malACP[c] --> 3ohexACP[c] + ACP[c] + co2[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0151,,atp[c] + dtdp[c] <=> adp[c] + dttp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0152,,e4p[c] + xu5p__D[c] <=> f6p[c] + g3p[c],Pentose Phosphate Pathway,-1000.0,1000.0
r_0153,,h2mb4p[c] + h[c] + nadh[c] --> dmpp[c] + h2o[c] + nad[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0154,,acg5sa[c] + nadp[c] + pi[c] <=> acg5p[c] + nadph[c],Arginine biosynthesis,-1000.0,1000.0
r_0155,,atp[c] + cbl1[e] + h2o[c] --> adp[c] + cbl1[c] + h[c] + pi[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0156,,atp[c] + dpcoa[c] --> adp[c] + coa[c],Pantothenate and CoA Biosynthesis,0.0,1000.0
r_0157,,acon_C[c] + h2o[c] <=> icit[c],TCA Cycle,-1000.0,1000.0
r_0158,,atp[c] + h2o[c] --> adp[c] + h[c] + pi[c],Oxidative Phosphorylation,3.0,1000.0
r_0159,,cytd[c] + h2o[c] --> nh3[c] + uri[c],Pyrimidine Metabolism,0.0,1000.0
r_0160,,2.0 h[c] + prpp[c] + quln[c] --> co2[c] + nicrnt[c] + ppi[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0161,,dhf[c] + h[c] + nadph[c] <=> nadp[c] + thf[c],Folate Biosynthesis,-1000.0,1000.0
r_0162,,3hpalmACP[c] --> h2o[c] + tpalm2eACP[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0163,,arg__L[c] + h2o[c] <=> citr__L[c] + h[c] + nh3[c],Arginine biosynthesis,-1000.0,1000.0
r_0164,,prfp[c] --> prlp[c],Histidine Metabolism,0.0,1000.0
r_0165,,4abz[c] + 6hmhptpp[c] --> dhpt[c] + ppi[c],Folate Biosynthesis,0.0,1000.0
r_0166,,6pgc[c] --> 2ddg6p[c] + h2o[c],Pentose Phosphate Pathway,0.0,1000.0
r_0167,,3hdecACP[c] --> h2o[c] + tdec2eACP[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0168,,gtp[c] + 3.0 h2o[c] <=> 25drapp[c] + for[c] + h[c] + ppi[c],Riboflavin Metabolism,-1000.0,1000.0
r_0169,,asp__L[c] + atp[c] + h[c] --> 4pasp[c] + adp[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0170,,apoACP[c] + coa[c] --> ACP[c] + pap[c],Pantothenate and CoA Biosynthesis,0.0,1000.0
r_0171,,acorn[c] + h2o[c] --> ac[c] + orn[c],Arginine biosynthesis,0.0,1000.0
r_0172,,inost[c] + nad[c] --> 2ins[c] + h[c] + nadh[c],Inositol Phosphate Metabolism,0.0,1000.0
r_0173,,h[c] + nadh[c] + tddec2eACP[c] --> ddcaACP[c] + nad[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0174,,23dhmb[c] --> 3mob[c] + h2o[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0175,,amet[c] + dna[c] --> ahcys[c] + dna5mtc[c] + h[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0176,,h2o[c] + nflgln[c] --> frmd[c] + glu__L[c],Histidine Metabolism,0.0,1000.0
r_0177,,26dap_LL[c] <=> 26dap__M[c],Lysine Biosynthesis,-1000.0,1000.0
r_0178,,atp[c] + rib__D[c] <=> adp[c] + r5p[c],Pentose Phosphate Pathway,-1000.0,1000.0
r_0179,,3ooctACP[c] + h[c] + nadph[c] <=> 3hoctACP[c] + nadp[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0180,,3mob[c] + glu__L[c] --> akg[c] + val__L[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0181,,atp[c] + ump[c] <=> adp[c] + udp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0182,,but2eACP[c] + h[c] + nadh[c] --> butACP[c] + nad[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0183,,3hmrsACP[c] --> h2o[c] + tmrs2eACP[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0184,,eig3p[c] --> h2o[c] + imacp[c],Histidine Metabolism,0.0,1000.0
r_0185,,4mop[c] + glu__L[c] --> akg[c] + leu__L[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0186,,cit[c] <=> acon_C[c] + h2o[c],TCA Cycle,-1000.0,1000.0
r_0187,,dump[c] + mlthf[c] --> dhf[c] + dtmp[c],Pyrimidine Metabolism,0.0,1000.0
r_0188,,atp[c] + pydx[c] --> adp[c] + pydx5p[c],Vitamin B6 Metabolism,0.0,1000.0
r_0189,,h2o[c] + o2[c] + pyam5p[c] --> h2o2[c] + h[c] + nh3[c] + pydx5p[c],Vitamin B6 Metabolism,0.0,1000.0
r_0190,,nad[c] + thr__L[c] --> 2aobut[c] + h[c] + nadh[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0191,,3omrsACP[c] + h[c] + nadph[c] <=> 3hmrsACP[c] + nadp[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0192,,glu1sa[c] --> 5aop[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0193,,dgsn[c] + h[c] + pi[c] <=> 2dr1p[c] + gua[c],Purine Metabolism,-1000.0,1000.0
r_0194,,dhlam[c] + nad[c] --> h[c] + lpam[c] + nadh[c],Glycolysis / Gluconeogenesis,0.0,1000.0
r_0195,,h2s[c] + ser__L[c] --> cys__L[c] + h2o[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0196,,atp[c] + hom__L[c] --> adp[c] + phom[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0197,,r5p[c] <=> ru5p__D[c],Pentose Phosphate Pathway,-1000.0,1000.0
r_0198,,atp[c] + dtmp[c] <=> adp[c] + dtdp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0199,,h[c] + nadh[c] + toct2eACP[c] --> nad[c] + ocACP[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0200,,atp[c] + pan4p[c] <=> dpcoa[c] + ppi[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0201,,h[c] + nac[c] + prpp[c] <=> nicrnt[c] + ppi[c],Nicotinate and Nicotinamide,-1000.0,1000.0
r_0202,,atp[c] + nmn[c] <=> nad[c] + ppi[c],Nicotinate and Nicotinamide,-1000.0,1000.0
r_0203,,25drapp[c] + h2o[c] <=> 5apru[c] + nh3[c],Riboflavin Metabolism,-1000.0,1000.0
r_0204,,h2o[c] + succoa[c] + thdp[c] --> coa[c] + sl2a6o[c],Lysine Biosynthesis,0.0,1000.0
r_0205,,adpglc[c] + glycogen1[c] --> adp[c] + glycogen[c],Glycolysis / Gluconeogenesis,0.0,1000.0
r_0206,,gua[c] + h2o[c] --> nh3[c] + xan[c],Purine Metabolism,0.0,1000.0
r_0207,,hmbil[c] --> h2o[c] + uppg3[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0208,,o2[e] <=> o2[c],Transport,-1000.0,1000.0
r_0209,,ade[c] + prpp[c] <=> amp[c] + ppi[c],Purine Metabolism,-1000.0,1000.0
r_0210,,pran[c] <=> 2cpr5p[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,-1000.0,1000.0
r_0211,,pro__L[c] --> pro__D[c],Arginine and Proline Metabolism,0.0,1000.0
r_0212,,h[c] + nadh[c] + tdec2eACP[c] --> dcaACP[c] + nad[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0213,,glu__D[c] <=> glu__L[c],"Alanine, Aspartate and Glutamate metabolism",-1000.0,1000.0
r_0214,,3hddcoa[c] <=> dd2coa[c] + h2o[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0215,,cbp[c] + orn[c] --> citr__L[c] + 2.0 h[c] + pi[c],Arginine biosynthesis,0.0,1000.0
r_0216,,atp[c] + gln__L[c] + h2o[c] + utp[c] --> adp[c] + ctp[c] + glu__L[c] + 2.0 h[c] + pi[c],Pyrimidine Metabolism,0.0,1000.0
r_0217,,ala_B[c] + atp[c] + pant__R[c] <=> amp[c] + pnto__R[c] + ppi[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0218,,ade[c] + h2o[c] --> hxan[c] + nh3[c],Purine Metabolism,0.0,1000.0
r_0219,,glu__L[c] + phpyr[c] <=> akg[c] + phe__L[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,-1000.0,1000.0
